"","genomicsSampleID","soilMoisture","decimalLatitude","decimalLongitude","elevation","soilTemp","soilInWaterpH","soilInCaClpH","bin_oid","bin_id","site","site_ID","subplot","layer","quadrant","date","img_genome_id","bin_quality","bin_lineage","gtdb_taxonomy_lineage","domain","phylum","class","order","family","genus","bin_methods","created_by","date_added","bin_completeness","bin_contamination","average_coverage","total_number_of_bases","x5s_r_rna","x16s_r_rna","x23s_r_rna","t_rna_genes","gene_count","scaffold_count","gold_study_id","community","type"
"11","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s30","3300079481_s30","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ",NA,"Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Puia","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Puia","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,87.89,1.92,NA,5129296,0,1,0,20,4781,452,"Gs0166454","Soil microbial communities","Soil"
"12","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s34","3300079481_s34","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Acidobacteriota","Bacteria; Acidobacteriota; Terriglobia; Acidoferrales; UBA7541; Palsa-295","Bacteria","Acidobacteriota","Terriglobia","Acidoferrales","UBA7541","Palsa-295","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,61.26,0.02,NA,2501973,0,0,0,21,2506,319,"Gs0166454","Soil microbial communities","Soil"
"13","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s36","3300079481_s36","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium","Bacteria","Actinomycetota","Actinomycetes","Mycobacteriales","Mycobacteriaceae","Mycobacterium","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,73.38,0.93,NA,4086114,1,1,1,27,4158,293,"Gs0166454","Soil microbial communities","Soil"
"14","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s4","3300079481_s4","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; SbA1; QIAJ01","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","QIAJ01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,74.6,6.8,NA,3252716,1,0,1,25,3065,134,"Gs0166454","Soil microbial communities","Soil"
"15","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s43","3300079481_s43","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; JAKAAZ01","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","JAKAAZ01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,75.02,0.89,NA,3197407,0,0,0,23,2947,346,"Gs0166454","Soil microbial communities","Soil"
"16","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s44","3300079481_s44","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Terriglobia; Acidoferrales; UBA7541; Palsa-295","Bacteria","Acidobacteriota","Terriglobia","Acidoferrales","UBA7541","Palsa-295","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,62.09,2,NA,3001552,1,0,0,28,2909,319,"Gs0166454","Soil microbial communities","Soil"
"17","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s5","3300079481_s5","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,88.04,8.92,NA,4291925,0,1,0,40,4205,192,"Gs0166454","Soil microbial communities","Soil"
"18","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s53","3300079481_s53","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Koribacteraceae; Bog-257","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Koribacteraceae","Bog-257","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,63.25,0.18,NA,2776970,0,0,0,14,2704,256,"Gs0166454","Soil microbial communities","Soil"
"19","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s55","3300079481_s55","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; FEN-1191","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","FEN-1191","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,70.44,2.01,NA,2285814,0,1,0,15,2321,309,"Gs0166454","Soil microbial communities","Soil"
"20","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s59","3300079481_s59","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,76.39,4.44,NA,2041282,0,0,0,38,2208,250,"Gs0166454","Soil microbial communities","Soil"
"21","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s60","3300079481_s60","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ",NA,"Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae; Trebonia","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae","Trebonia","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,57.36,1.51,NA,5034328,0,1,0,19,5302,784,"Gs0166454","Soil microbial communities","Soil"
"22","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s61","3300079481_s61","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales","Bacteria; Pseudomonadota; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; JAJPKK01","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","JAJPKK01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,54.93,1.83,NA,3333756,0,1,0,18,3494,411,"Gs0166454","Soil microbial communities","Soil"
"23","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s65","3300079481_s65","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Planctomycetota; Planctomycetia; Isosphaerales; Isosphaeraceae","Bacteria; Planctomycetota; Planctomycetia; Isosphaerales; Isosphaeraceae; CAMFLR01","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","CAMFLR01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,57.33,1.19,NA,4891962,0,0,0,34,4609,809,"Gs0166454","Soil microbial communities","Soil"
"24","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s68","3300079481_s68","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,63.65,7.88,NA,2616685,0,0,0,17,2700,408,"Gs0166454","Soil microbial communities","Soil"
"25","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s69","3300079481_s69","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales","Bacteria; Actinomycetota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae; Palsa-744","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Palsa-744","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,55.06,4.1,NA,1214416,0,0,0,21,1325,207,"Gs0166454","Soil microbial communities","Soil"
"26","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s80","3300079481_s80","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Eukaryota; Basidiomycota; Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,"SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,53.35,9.12,NA,1611399,4,0,0,0,1988,313,"Gs0166454","Soil microbial communities","Soil"
"27","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s81","3300079481_s81","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Actinomycetota; Actinomycetes","Bacteria; Actinomycetota; Actinomycetes; Streptosporangiales; Streptosporangiaceae","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Streptosporangiaceae",NA,"SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,61.55,1.88,NA,3728881,0,1,0,35,3858,592,"Gs0166454","Soil microbial communities","Soil"
"28","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s9","3300079481_s9","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; JAFAMB01; JAFAMB01","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JAFAMB01","JAFAMB01","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,88.73,2.4,NA,5730996,0,0,0,35,5798,359,"Gs0166454","Soil microbial communities","Soil"
"29","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s93","3300079481_s93","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Bog-1198","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Bog-1198","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,64.32,5,NA,2805652,0,0,0,12,2890,457,"Gs0166454","Soil microbial communities","Soil"
"30","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s95","3300079481_s95","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; FEN-1191","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","FEN-1191","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,55.67,1.64,NA,1813323,0,0,0,12,1970,316,"Gs0166454","Soil microbial communities","Soil"
"31","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s96","3300079481_s96","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria","Bacteria; Eremiobacterota; Eremiobacteria; Baltobacterales; Baltobacteraceae; Tumulicola","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae","Tumulicola","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,71.23,0.27,NA,2185910,1,1,1,28,2466,359,"Gs0166454","Soil microbial communities","Soil"
"32","BONA_001-O-20230710",1.546,65.174447,-147.478155,374.1,8.1,3.99397618188694,3.44995065416142,"3300079481_s99","3300079481_s99","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","001","O",NA,"20230710",3300079481,"MQ","Bacteria; Pseudomonadota","Bacteria; Pseudomonadota; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; 13-2-20CM-66-19","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","13-2-20CM-66-19","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,58.84,0.61,NA,3983435,1,1,1,10,3860,568,"Gs0166454","Soil microbial communities","Soil"
"33","BONA_002-O-20230711",1.14166666666667,65.163534,-147.527149,484.2,7.76666666666667,4.35244762273976,3.81514941188133,"3300079169_s0","3300079169_s0","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","002","O",NA,"20230711",3300079169,"HQ","Bacteria; Acidobacteriota; Terriglobia","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Gp1-AA117; Angelobacter","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Gp1-AA117","Angelobacter","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,100,4.07,NA,5533127,1,1,1,51,5082,80,"Gs0166454","Soil microbial communities","Soil"
"34","BONA_002-O-20230711",1.14166666666667,65.163534,-147.527149,484.2,7.76666666666667,4.35244762273976,3.81514941188133,"3300079169_s1","3300079169_s1","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","002","O",NA,"20230711",3300079169,"MQ","Bacteria; Acidobacteriota; Terriglobia; Terriglobales","Bacteria; Acidobacteriota; Terriglobia; Terriglobales; Acidobacteriaceae; Occallatibacter","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Occallatibacter","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,100,0.32,NA,4193448,0,1,0,51,3553,18,"Gs0166454","Soil microbial communities","Soil"
"35","BONA_002-O-20230711",1.14166666666667,65.163534,-147.527149,484.2,7.76666666666667,4.35244762273976,3.81514941188133,"3300079169_s10","3300079169_s10","Caribou-Poker Creeks Research Watershed NEON Field Site, Alaska, USA","BONA","002","O",NA,"20230711",3300079169,"MQ","Bacteria; Verrucomicrobiota; Verrucomicrobiia","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Limisphaerales; UBA11358; UBA11358","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Limisphaerales","UBA11358","UBA11358","SemiBin2:v2.1.0, CheckM2:v1.0.2, GTDB-Tk:v2.4.0, GTDB-Tk-database:release220","IMG_PIPELINE",2025-02-03,93.25,9.54,NA,2839518,1,1,1,48,3085,175,"Gs0166454","Soil microbial communities","Soil"
